Spaxid, N2 flux, N2 S/N, Ha flux, Ha S/N, Hb flux, Hb S/N, O3 flux, O3 S/N, S2 6717 flux, S2 6717 S/N, S2 6731 flux, S2 6731 S/N, Ha EW, AGN Flag 
587725980155183238_45_44,0.00340692,3.394780538,0.00657937,6.496281279,0.00230855,2.499073266,0.00201488,3.429844707,0.00480036,5.808534375, nan,-0.260566359,10.3498, K01_SF 
587725980155183238_46_44,0.00158697,2.649732352,0.00202385,2.925092695,0.000710124,2.159757071,0.00077658,2.250709801,0.00181673,4.085372235, nan,0.314900018,4.90421, K01_SF 
587725980155183238_13_45,0.00402927,2.171069715,0.00836153,4.581393124,0.00293387,1.323427348,0.00199225,1.478248061,0.00303162,2.293339196, nan,-1.679534778,47.6302, K01_SF 
587725980155183238_14_45,0.00391103,2.690581984,0.00681768,3.64455245,0.00239217,1.938170216,0.00289148,2.671453164,0.00421632,2.810909053, nan,0.464345201,56.3031, K01_SF 
587725980155183238_15_45,0.00595486,3.851192959,0.0123225,7.971318575,0.00432369,4.463250084,0.00520667,5.191392619,0.00724709,5.141676518,0.00517787,4.683695159,101.739, K01_SF 
587725980155183238_16_45,0.0149398,4.939020466,0.0394949,8.933189016,0.0138579,5.110276334,0.0201414,8.599771622,0.0162536,6.896548243,0.0170414,7.795078953,185.517, K01_SF 
587725980155183238_17_45,0.0202389,2.872770551,0.140848,28.3636087,0.0494203,6.80043225,0.100956,10.41380341,0.0411431,10.14200216,0.0252424,5.804378464,137.082, S06_SF 
587725980155183238_18_45,0.033972,7.742133427,0.132068,27.520507,0.0463396,11.45561521,0.0768851,14.93425289,0.0282683,11.70287645,0.0222376,5.178772051,54.4024, K03_SF 
587725980155183238_19_45,0.0270061,8.022079496,0.125804,30.91003613,0.0441418,15.55646194,0.0758766,17.24311079,0.0301803,11.40714451,0.0227508,7.782654398,46.5608, S06_SF 
587725980155183238_20_45,0.0336321,9.310206833,0.156883,57.17249465,0.0550467,20.95195841,0.100417,18.65143137,0.0382469,18.14432994,0.0276792,10.33508362,49.7764, S06_SF 
587725980155183238_21_45,0.0520646,9.937349224,0.242471,42.03995876,0.0850774,32.84904137,0.155488,19.6970367,0.0531078,22.73667867,0.0373967,12.65435764,47.8553, S06_SF 
587725980155183238_22_45,0.0760438,13.2035107,0.328339,92.90941842,0.115207,29.05102356,0.206271,18.70469921,0.0658792,19.56869473,0.0440432,11.68576283,44.2073, S06_SF 
587725980155183238_23_45,0.0976356,16.2079939,0.372635,64.19624572,0.130749,25.26146561,0.223626,19.34474667,0.0732221,21.67638368,0.0487204,10.41200167,39.6262, K03_SF 
587725980155183238_24_45,0.103311,18.08465051,0.347103,54.27860354,0.121791,18.48851015,0.204037,18.06718588,0.0713186,23.37973351,0.0492006,11.69446858,38.9928, K03_SF 
587725980155183238_25_45,0.124344,18.23215081,0.402737,75.211672,0.141311,15.21985323,0.242328,19.15126403,0.0898072,20.20264079,0.06284,13.33299064,26.4245, K01_SF 
587725980155183238_26_45,0.149561,17.9062635,0.432523,57.68510973,0.151763,18.35788582,0.218648,16.10903315,0.101803,25.22485753,0.0643145,13.43149527,22.4922, K01_SF 
587725980155183238_27_45,0.189686,16.56837538,0.519638,83.69287937,0.182329,14.27250429,0.228913,14.45934432,0.116169,19.46445089,0.0734126,10.44687842,18.5915, K01_SF 
587725980155183238_28_45,0.22261,18.85381588,0.538591,65.12066111,0.188979,14.04243867,0.186402,9.762355365,0.139673,17.84083468,0.0830058,10.9077783,16.653, K01_SF 
587725980155183238_29_45,0.167687,18.78992166,0.412256,42.59661312,0.144651,10.1601981,0.10541,6.710580519,0.108714,12.42032867,0.0634173,7.783978552,13.9039, K03_SF 
587725980155183238_30_45,0.185704,17.57194196,0.407518,52.78066836,0.142989,11.44490143,0.0734321,5.863284116,0.0964077,14.22791434,0.0543032,9.873961512,13.1011, K03_SF 
587725980155183238_31_45,0.181468,17.24989108,0.366085,39.29371977,0.128451,13.45199397,0.0594591,4.572242012,0.0873014,16.10866407,0.0585071,12.94778966,10.9849, K01_SF 
587725980155183238_32_45,0.179353,16.16371186,0.353412,43.57512476,0.124004,7.684801944,0.0678468,5.461536085,0.078671,14.43306589,0.0536673,9.444176669,10.2007, K01_SF 
587725980155183238_33_45,0.108876,16.67819933,0.223509,48.72852654,0.0784243,12.58351959,0.0419261,6.888460767,0.0554887,13.81424781,0.0408374,8.955950405,10.8348, K01_SF 
587725980155183238_34_45,0.097992,14.76668979,0.21338,35.50423616,0.0748701,10.20821164,0.051836,7.720469803,0.0468967,9.523456784,0.0350187,8.477193523,10.7973, K01_SF 
587725980155183238_35_45,0.105659,13.60434047,0.222019,28.10219286,0.0779015,10.05928756,0.0523659,7.359792491,0.0509729,12.81785124,0.0321158,6.839386976,10.8781, K01_SF 
587725980155183238_36_45,0.118394,12.53593334,0.300138,25.80197534,0.105312,9.297843652,0.0887259,6.32801084,0.0796603,12.21662923,0.0462232,6.14453807,11.2447, K03_SF 
587725980155183238_37_45,0.078601,8.956414666,0.257401,22.99946046,0.090316,4.898434672,0.0803083,4.137809393,0.0698089,10.00583686,0.0431583,4.79788659,10.3666, S06_SF 
587725980155183238_38_45,0.0507315,6.821639511,0.190493,19.28440412,0.0668398,5.130196458,0.0462879,3.750856775,0.0491587,9.394216718,0.0362657,6.003773467,10.7653, S06_SF 
587725980155183238_39_45,0.0468933,5.814140977,0.190915,21.60426035,0.0669877,7.03766529,0.0356552,2.996106265,0.0415296,6.443147757,0.0331349,5.427225873,14.9362, S06_SF 
587725980155183238_40_45,0.0606016,6.635952418,0.193269,17.65823146,0.0678136,3.951004218,0.0459662,2.902638602,0.0386124,5.203205519,0.0349781,5.666567294,14.761, S06_SF 
587725980155183238_41_45,0.0510603,6.521642626,0.210007,23.95825097,0.0736867,4.242488221,0.056817,3.226316068,0.0433921,5.578921062,0.0355321,4.588820463,16.1768, S06_SF 
587725980155183238_42_45,0.0457529,6.110278924,0.153074,28.80279915,0.0537103,4.472984877,0.0468891,4.410524922,0.0347617,5.732818882,0.0200186,3.510178991,26.9538, S06_SF 
587725980155183238_43_45,0.0287827,3.994794543,0.118306,21.85860107,0.0415108,3.360993295,0.0432368,4.025227739,0.0370813,6.827506099,0.019551,3.126450679,20.4281, S06_SF 
587725980155183238_44_45,0.00463658,2.106161812,0.0223594,13.32026125,0.00784541,3.175195274,0.00749219,4.080371187,0.0107946,6.275381633,0.0036548,1.827515937,15.9534, S06_SF 
587725980155183238_14_46,0.000716106,1.106572294,0.00374109,6.814418003,0.00131266,3.850868572,0.000935994,3.06309623,0.00249015,4.023231651,0.000941877,2.682334101,81.9582, S06_SF 
587725980155183238_15_46,0.00690628,5.28482201,0.0189168,14.83999478,0.00663747,7.20089486,0.00662165,7.2749223,0.00859438,7.69949213,0.00638669,5.739057848,171.452, K03_SF 
587725980155183238_16_46,0.0369709,6.969206179,0.114795,24.26626523,0.0402789,6.794682469,0.0765148,10.95584252,0.0358766,8.151742389,0.0356109,7.094164933,158.091, K01_SF 
587725980155183238_17_46,0.0596817,9.257207932,0.216618,40.02420557,0.0760063,8.699483353,0.13199,16.57760578,0.0385037,9.565249142,0.0343093,10.90112533,60.4893, K03_SF 
587725980155183238_18_46,0.0440206,9.489779992,0.21003,35.0354762,0.0736949,14.49929376,0.140539,16.51458602,0.0388386,9.956946385,0.0307763,11.45131709,50.7208, S06_SF 
587725980155183238_19_46,0.0406396,10.10534255,0.196618,55.75092562,0.0689887,20.37283405,0.122695,17.93344229,0.0433987,18.47468919,0.0343308,10.95201018,48.1328, S06_SF 
587725980155183238_20_46,0.0442819,10.92684365,0.215264,53.97427005,0.0755311,23.39991524,0.130746,17.49391395,0.0499872,17.86765574,0.0350103,11.28738454,47.5783, S06_SF 
587725980155183238_21_46,0.0533247,11.64828713,0.242804,70.10215034,0.0851944,18.016305,0.13878,17.53945721,0.0546874,16.61222006,0.0393807,13.86438879,48.2016, S06_SF 
587725980155183238_22_46,0.083448,14.78597776,0.33547,55.38606352,0.117709,17.5745211,0.188987,17.53307071,0.0723896,22.56930832,0.049063,14.3856054,42.9869, S06_SF 
587725980155183238_23_46,0.0908963,15.62484594,0.335488,60.40891133,0.117715,24.96917063,0.179508,19.48821706,0.0716687,28.34132415,0.0485191,14.21868173,35.582, K03_SF 
587725980155183238_24_46,0.123255,17.25972058,0.40583,74.3519945,0.142397,20.07854433,0.211022,18.00450439,0.091189,23.04988943,0.0643744,16.73852709,32.2253, K03_SF 
587725980155183238_25_46,0.154909,20.2973009,0.463615,79.95089836,0.162672,27.17883972,0.234064,16.41965022,0.102067,23.55365,0.0703635,14.9655342,28.4358, K01_SF 
587725980155183238_26_46,0.21959,15.98815269,0.601932,48.18904836,0.211204,14.97819215,0.28503,16.90828638,0.145348,19.40973307,0.09724,10.92069006,23.758, K01_SF 
587725980155183238_27_46,0.230634,16.51882305,0.577252,46.51296903,0.202544,13.26582973,0.210172,10.58202195,0.147825,20.25902051,0.0895914,8.705314489,18.5091, K01_SF 
587725980155183238_28_46,0.257678,16.99201029,0.619985,59.28334218,0.217539,12.23343177,0.176952,7.950805171,0.162567,19.10140768,0.0947472,10.84310212,16.4564, K01_SF 
587725980155183238_29_46,0.188179,16.99034578,0.472769,41.83928332,0.165884,13.80979365,0.110425,7.961279393,0.123706,19.33240707,0.0693277,12.01168639,13.4462, K03_SF 
587725980155183238_30_46,0.165175,19.75304759,0.379666,42.81805216,0.133216,10.54548563,0.0781336,7.382433362,0.0914717,18.27621616,0.0494977,9.648191226,12.3332, K03_SF 
587725980155183238_31_46,0.138189,15.82363588,0.298664,54.47619839,0.104795,8.734373218,0.0607909,5.089552942,0.0691241,12.84655821,0.0403616,7.52544658,11.2425, K01_SF 
587725980155183238_32_46,0.109605,17.02494274,0.227039,30.2799508,0.0796628,10.95069174,0.0438406,4.933117781,0.0553436,14.32461362,0.0358404,8.297610013,11.7837, K01_SF 
587725980155183238_33_46,0.0763618,12.75950989,0.170557,46.21398735,0.0598446,12.14592954,0.043788,7.810354624,0.0368539,10.18942704,0.0224384,6.558940607,12.6838, K01_SF 
587725980155183238_34_46,0.0622264,13.61110284,0.147272,34.11783081,0.0516745,10.03788335,0.045933,8.096796523,0.029373,9.674691212,0.0174258,4.628766767,11.8463, K01_SF 
587725980155183238_35_46,0.0601284,11.45720931,0.15318,28.51371182,0.0537472,8.367524552,0.0567354,10.63095615,0.0339537,10.20298384,0.0175407,5.13699121,11.9131, K01_SF 
587725980155183238_36_46,0.087364,10.48445049,0.261593,27.27193145,0.0917871,5.918613115,0.12423,10.58248026,0.0569295,7.768633325,0.0319799,4.777890562,12.2162, K03_SF 
587725980155183238_37_46,0.0968188,8.657442867,0.328388,19.62772404,0.115224,4.788620072,0.17375,6.230376166,0.0724051,5.903730284,0.0547834,5.164984791,13.341, K03_SF 
587725980155183238_38_46,0.097911,6.768578678,0.294677,17.80455368,0.103395,3.592149539,0.13443,4.072482717,0.0676346,5.948392943,0.0582191,5.068073373,14.3132, K03_SF 
587725980155183238_39_46,0.0363272,3.234645511,0.135952,12.162923,0.0477023,3.470447256,0.0514697,3.184131513,0.0346269,6.00272708,0.0309478,6.111668298,13.7176, S06_SF 
587725980155183238_40_46,0.0338368,4.255069674,0.100634,18.69193171,0.0353103,3.324426793,0.0291392,3.19923613,0.0251608,5.298210524,0.0232179,4.846443379,23.6947, K03_SF 
587725980155183238_41_46,0.0148719,4.724702408,0.0605135,13.50324675,0.0212328,4.457377887,0.0136915,3.594401379,0.0115979,4.748934499,0.00977257,4.80441148,18.4783, S06_SF 
587725980155183238_42_46,0.0195794,4.725995539,0.0685137,13.73902177,0.0240399,4.20509024,0.0175508,2.86201607,0.018136,4.00465827,0.0135178,3.863486616,19.3854, S06_SF 
587725980155183238_43_46,0.00613803,2.723026251,0.028842,9.161914099,0.01012,3.24548251,0.00830839,2.678581856,0.00962387,4.035427817,0.00475194,2.85151102,18.177, S06_SF 
587725980155183238_14_47,0.00164608,1.323598466,0.0106481,11.08958922,0.00373618,5.380306785,0.00402463,6.716080539,0.00557875,6.610857749,0.0029183,3.04749411,73.6697, S06_SF 
587725980155183238_15_47,0.0119013,3.991796528,0.057362,16.85918881,0.020127,6.144340637,0.026588,11.29815404,0.0208654,7.750225857,0.0153171,7.382927977,103.865, S06_SF 
587725980155183238_16_47,0.024725,7.534925893,0.108485,29.12819599,0.0380648,10.95173429,0.058075,15.69466021,0.0226682,9.593052823,0.021555,12.08391241,63.6362, S06_SF 
587725980155183238_17_47,0.0603313,11.15637992,0.265077,40.94691753,0.0930094,10.77396891,0.181773,15.83190479,0.0475713,12.94855256,0.0424106,10.05687262,61.0048, K03_SF 
587725980155183238_18_47,0.0608803,12.07173023,0.282792,54.44275269,0.0992254,14.34046114,0.191644,17.0088151,0.0595987,15.95899796,0.0524399,14.36534823,60.6708, S06_SF 
587725980155183238_19_47,0.0517426,11.80284294,0.259984,51.24726423,0.0912225,16.72409377,0.173259,19.04547771,0.0533913,16.51366029,0.0429837,10.14279748,47.8607, S06_SF 
587725980155183238_20_47,0.0603886,10.96379468,0.271057,56.22517839,0.0951077,19.36906826,0.168166,19.11906296,0.0580982,21.51048163,0.044659,16.49515563,44.7999, S06_SF 
587725980155183238_21_47,0.0640839,15.85072903,0.258362,63.60007025,0.0906533,29.19140804,0.137453,18.04064353,0.0585329,26.65780016,0.0400189,10.36928499,36.5171, S06_SF 
587725980155183238_22_47,0.0829866,12.78129941,0.294435,58.67507513,0.103311,22.33006077,0.141379,16.20351927,0.0674853,22.95176561,0.0477803,21.30220896,33.0771, K03_SF 
587725980155183238_23_47,0.0950683,13.95319438,0.322188,77.03647967,0.113048,19.81116129,0.144262,18.30977969,0.0701667,20.88301531,0.0501892,11.65407477,32.9486, K03_SF 
587725980155183238_24_47,0.113971,12.8389244,0.361104,59.29919561,0.126703,19.49726013,0.149528,16.11394375,0.0780531,20.32375234,0.0571155,12.2040833,33.5557, K03_SF 
587725980155183238_25_47,0.16507,16.95646234,0.490169,51.57935443,0.171989,19.30411739,0.195711,14.99275759,0.118515,22.93718493,0.0830781,15.51910889,28.8302, K03_SF 
587725980155183238_26_47,0.214068,15.44034156,0.605485,53.88848549,0.212451,13.67095498,0.223632,9.698877336,0.158382,20.80121533,0.098836,10.30612973,22.3205, K03_SF 
587725980155183238_27_47,0.267323,15.30765564,0.722867,68.96856566,0.253638,11.26926222,0.207679,9.369853495,0.188207,20.51632352,0.111759,8.895205453,18.0478, K03_SF 
587725980155183238_28_47,0.238363,13.96647344,0.652581,43.65376261,0.228976,8.745171559,0.191177,9.652064118,0.163518,20.69369512,0.0964083,9.849226291,17.1022, K03_SF 
587725980155183238_29_47,0.242182,17.86064165,0.590583,55.51358277,0.207222,14.07338004,0.140029,7.109231871,0.138427,14.28882572,0.0732427,9.538416593,18.2266, K03_SF 
587725980155183238_30_47,0.155649,15.99654592,0.374119,58.08436423,0.13127,9.793266167,0.0893916,7.233605369,0.0888904,13.14040433,0.0448166,7.900610637,14.9361, K03_SF 
587725980155183238_31_47,0.100988,12.27635471,0.25092,47.24540764,0.0880421,9.162607721,0.0598247,5.729073753,0.0591946,13.14125835,0.0326236,6.577106851,13.519, K03_SF 
587725980155183238_32_47,0.05739,9.006072845,0.155707,37.18711086,0.0546341,8.380808801,0.039622,5.59547845,0.0352359,12.18287078,0.0206744,5.609525695,13.4632, K03_SF 
587725980155183238_33_47,0.0494034,11.33299584,0.14163,46.91957707,0.0496946,11.00590376,0.0443845,9.573157857,0.0266486,8.265095905,0.0165411,4.50524703,13.0451, K03_SF 
587725980155183238_34_47,0.0416765,11.06502431,0.124073,35.02006342,0.0435344,9.777556059,0.047876,14.90501805,0.0236421,7.572578703,0.0130911,6.477486162,14.3407, K03_SF 
587725980155183238_35_47,0.0512022,9.653066512,0.162476,32.44721943,0.0570091,7.523670969,0.0806771,13.35442806,0.0290447,7.431989211,0.0169374,2.983460674,12.8658, K03_SF 
587725980155183238_36_47,0.0665256,5.753371505,0.22945,18.48043863,0.0805087,5.507719632,0.141253,9.608313799,0.04625,4.901216843,0.0366549,4.678250099,14.0038, K03_SF 
587725980155183238_37_47,0.145155,4.678470706,0.514041,15.82176077,0.180365,2.681050044,0.470602,5.651888387,0.106443,4.084648059,0.0863161,3.639423497,13.6844, K01_SF 
587725980155183238_38_47,0.105563,3.742362677,0.394657,11.39546034,0.138476,1.796305585,0.365495,4.441312014,0.0992842,4.855940801,0.0807933,4.266780395,12.4057, K01_SF 
587725980155183238_39_47,0.0398504,3.762688141,0.136774,10.74696664,0.0479909,2.885571742,0.0822671,5.391707315,0.0547194,7.393159895,0.0580769,7.644840207,14.6994, K03_SF 
587725980155183238_40_47,0.0324583,5.665761365,0.0713181,11.90156161,0.0250239,2.946257865,0.0235922,3.266394612,0.0166184,3.60491174,0.0207125,6.165854896,18.7843, K01_SF 
587725980155183238_41_47,0.0142089,4.734782346,0.0359879,15.75635176,0.0126273,4.880518224,0.00678806,1.87897397,0.00840125,3.484079185,0.00991903,4.085917857,16.8283, K03_SF 
587725980155183238_42_47,0.00298738,1.673313962,0.0151031,9.05990069,0.00529933,4.590000279,0.00292944,2.579651637,0.00381417,3.034969432,0.00267164,1.745686118,17.4459, S06_SF 
587725980155183238_44_47,0.00301597,2.123933277,0.0114537,8.066806771,0.00401883,2.878037631,0.00405901,3.614543626,0.00689284,4.169142406,0.00354419,2.873909006,24.6952, S06_SF 
587725980155183238_45_47,0.00201915,2.266711704,0.00399605,3.935758677,0.00140212,2.418238964,0.00171314,3.427448056,0.00332248,4.380463482,0.00238844,2.891349606,60.1468, K01_SF 
587725980155183238_12_48,0.000373583,1.204246499,0.000550407,1.994975659,0.000193125,2.548833591,0.000118284,1.654872233,0.000702957,2.498494744,0.000401307,1.541525115,20.4284, K01_SF 
587725980155183238_13_48,0.00141983,1.607243838,0.00534374,6.566290147,0.001875,4.659092901,0.00215842,4.724586778,0.0036868,5.673960065,0.00197576,3.984045491,47.2429, S06_SF 
587725980155183238_14_48,0.00435606,2.240475677,0.0222603,14.45462505,0.00781063,6.113941635,0.0100172,8.37293169,0.0118014,9.050662735,0.00717698,4.836610776,73.5263, S06_SF 
587725980155183238_15_48,0.024778,9.446661683,0.068454,20.55150711,0.0240189,8.786979607,0.0419035,16.26247513,0.0305643,11.97360309,0.0222079,12.13279387,214.99, K01_SF 
587725980155183238_16_48,0.0488572,10.40668382,0.157099,29.21461441,0.0551226,11.15604588,0.093837,18.50400577,0.0336755,9.647097461,0.0250751,8.354132619,64.1722, K01_SF 
587725980155183238_17_48,0.0640646,11.3783722,0.260413,48.65920575,0.0913728,14.36393361,0.183193,18.11924529,0.0559596,14.68260994,0.0467475,14.68432789,57.117, K03_SF 
587725980155183238_18_48,0.0615214,15.20002988,0.272871,44.23218089,0.0957442,17.12891306,0.187604,16.52629996,0.0554225,17.25886087,0.048783,15.48309361,55.0769, K03_SF 
587725980155183238_19_48,0.0587957,11.79584254,0.270345,42.42595195,0.0948578,19.17299999,0.174804,20.3220054,0.0553697,18.8670723,0.0439558,10.45412098,50.4301, S06_SF 
587725980155183238_20_48,0.0621375,14.14005385,0.251747,54.44680186,0.0883323,18.89767975,0.146131,16.84208903,0.053022,21.00168698,0.0429774,14.52474064,43.6513, S06_SF 
587725980155183238_21_48,0.0693773,13.77606036,0.247168,59.93589208,0.0867258,20.26922293,0.122857,16.93493546,0.0546475,18.19709105,0.0387178,11.27828907,33.322, K03_SF 
587725980155183238_22_48,0.0907327,13.57296678,0.297747,50.09769259,0.104473,20.29323078,0.132309,13.02742267,0.0668725,21.40387591,0.0481668,12.37344578,34.622, K03_SF 
587725980155183238_23_48,0.100335,13.95657016,0.316442,49.93486291,0.111032,21.7793264,0.127746,14.40550606,0.0708935,15.79150214,0.0530105,11.24119254,28.8501, K03_SF 
587725980155183238_24_48,0.105402,13.37220656,0.321185,37.70957358,0.112696,15.07448915,0.113045,13.4254868,0.075115,21.7478715,0.052502,11.09486486,29.1316, K03_SF 
587725980155183238_25_48,0.141277,17.2974115,0.413699,46.74148978,0.145158,15.15730994,0.132757,12.01152581,0.104396,20.18175348,0.0721409,14.19408221,25.5928, K03_SF 
587725980155183238_26_48,0.213208,15.71750332,0.612786,61.69769426,0.215012,11.5024855,0.179683,10.61151278,0.154002,19.52758735,0.0908464,11.84260855,22.6997, K03_SF 
587725980155183238_27_48,0.257854,15.89228819,0.72861,57.9471284,0.255652,12.21139733,0.201002,9.642554521,0.176365,18.71874367,0.0983975,10.94532739,21.8138, K03_SF 
587725980155183238_28_48,0.187997,14.21926758,0.512677,47.69142258,0.179887,11.71478952,0.141372,7.372437823,0.121531,13.71428107,0.0642725,9.062921379,19.7079, K03_SF 
587725980155183238_29_48,0.205677,13.2966964,0.556093,34.98807285,0.19512,9.352733681,0.154007,8.101100016,0.127392,14.97654883,0.0620495,7.737685657,16.7133, K03_SF 
587725980155183238_30_48,0.0988111,11.60206282,0.276961,30.38047463,0.0971792,11.34448026,0.0739289,7.180149053,0.0652176,13.79917103,0.0326941,8.066483221,15.8112, K03_SF 
587725980155183238_31_48,0.0568355,12.25712089,0.163143,55.22800636,0.0572433,12.52180509,0.0447427,7.397371189,0.0391937,12.30687901,0.0187916,6.55060757,13.5948, K03_SF 
587725980155183238_32_48,0.0419455,9.885956363,0.122428,35.61744773,0.0429571,9.444263143,0.0353906,7.436110449,0.0243559,9.908951762,0.0140852,5.974166132,16.4584, K03_SF 
587725980155183238_33_48,0.0294239,9.4551276,0.100491,32.05297208,0.0352602,9.318286217,0.0336167,10.48032648,0.0178632,7.551841214,0.0132584,6.710098651,15.688, S06_SF 
587725980155183238_34_48,0.0242377,7.085180389,0.0970774,22.74757369,0.0340623,8.868573409,0.0402705,11.39597103,0.0143614,4.195961715,0.0111682,4.726815567,17.2662, S06_SF 
587725980155183238_35_48,0.0329406,8.786980715,0.117994,28.33720411,0.0414015,8.32732749,0.0676253,9.261936771,0.0179569,6.967692595,0.0148334,4.665287956,18.427, K03_SF 
